NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
HALLMARK_E2F_TARGETS%MSIGDBHALLMARK%HALLMARK_E2F_TARGETS	HALLMARK_E2F_TARGETS%MSIGDBHALLMARK%HALLMARK_E2F_TARGETS	Details ...	159	-0.71789205	-2.9591107	0.0	0.0	0.0	2057	tags=68%, list=15%, signal=79%	
HALLMARK_G2M_CHECKPOINT%MSIGDBHALLMARK%HALLMARK_G2M_CHECKPOINT	HALLMARK_G2M_CHECKPOINT%MSIGDBHALLMARK%HALLMARK_G2M_CHECKPOINT	Details ...	136	-0.67922556	-2.7331421	0.0	0.0	0.0	2011	tags=62%, list=15%, signal=72%	
NUCLEAR CHROMOSOME SEGREGATION%GOBP%GO:0098813	NUCLEAR CHROMOSOME SEGREGATION%GOBP%GO:0098813	Details ...	165	-0.62047374	-2.591207	0.0	0.0	0.0	1720	tags=47%, list=13%, signal=53%	
MITOTIC SISTER CHROMATID SEGREGATION%GOBP%GO:0000070	MITOTIC SISTER CHROMATID SEGREGATION%GOBP%GO:0000070	Details ...	125	-0.6404043	-2.5519152	0.0	0.0	0.0	1720	tags=49%, list=13%, signal=55%	
RETINOBLASTOMA GENE IN CANCER%WIKIPATHWAYS_20260211%WP2446%HOMO SAPIENS	RETINOBLASTOMA GENE IN CANCER%WIKIPATHWAYS_20260211%WP2446%HOMO SAPIENS	Details ...	69	-0.6968842	-2.550181	0.0	0.0	0.0	2057	tags=58%, list=15%, signal=68%	
SISTER CHROMATID SEGREGATION%GOBP%GO:0000819	SISTER CHROMATID SEGREGATION%GOBP%GO:0000819	Details ...	129	-0.6325959	-2.5369093	0.0	0.0	0.0	1720	tags=49%, list=13%, signal=55%	
MITOTIC PROMETAPHASE%REACTOME DATABASE ID RELEASE 95%68877	MITOTIC PROMETAPHASE%REACTOME DATABASE ID RELEASE 95%68877	Details ...	175	-0.60451096	-2.520821	0.0	0.0	0.0	1720	tags=44%, list=13%, signal=50%	
MITOTIC NUCLEAR DIVISION%GOBP%GO:0140014	MITOTIC NUCLEAR DIVISION%GOBP%GO:0140014	Details ...	143	-0.6063268	-2.4808867	0.0	0.0	0.0	2185	tags=49%, list=16%, signal=58%	
DNA REPLICATION%GOBP%GO:0006260	DNA REPLICATION%GOBP%GO:0006260	Details ...	186	-0.5823518	-2.4643257	0.0	0.0	0.0	1933	tags=45%, list=14%, signal=51%	
DNA-TEMPLATED DNA REPLICATION%GOBP%GO:0006261	DNA-TEMPLATED DNA REPLICATION%GOBP%GO:0006261	Details ...	125	-0.62115586	-2.45719	0.0	0.0	0.0	1933	tags=49%, list=14%, signal=56%	
DNA STRAND ELONGATION%REACTOME DATABASE ID RELEASE 95%69190	DNA STRAND ELONGATION%REACTOME DATABASE ID RELEASE 95%69190	Details ...	32	-0.7714661	-2.4454093	0.0	0.0	0.0	2278	tags=78%, list=17%, signal=94%	
MICROTUBULE CYTOSKELETON ORGANIZATION INVOLVED IN MITOSIS%GOBP%GO:1902850	MICROTUBULE CYTOSKELETON ORGANIZATION INVOLVED IN MITOSIS%GOBP%GO:1902850	Details ...	114	-0.6015439	-2.3707433	0.0	0.0	0.0	2146	tags=48%, list=16%, signal=57%	
FOXM1 TRANSCRIPTION FACTOR NETWORK%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%FOXM1 TRANSCRIPTION FACTOR NETWORK	FOXM1 TRANSCRIPTION FACTOR NETWORK%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%FOXM1 TRANSCRIPTION FACTOR NETWORK	Details ...	38	-0.7153665	-2.3479004	0.0	0.0	0.0	2146	tags=61%, list=16%, signal=72%	
DNA REPLICATION%WIKIPATHWAYS_20260211%WP466%HOMO SAPIENS	DNA REPLICATION%WIKIPATHWAYS_20260211%WP466%HOMO SAPIENS	Details ...	32	-0.75242275	-2.3321707	0.0	0.0	0.0	2278	tags=72%, list=17%, signal=86%	
NEGATIVE REGULATION OF SISTER CHROMATID SEGREGATION%GOBP%GO:0033046	NEGATIVE REGULATION OF SISTER CHROMATID SEGREGATION%GOBP%GO:0033046	Details ...	27	-0.75220376	-2.2853518	0.0	0.0	0.0	1428	tags=48%, list=11%, signal=54%	
MITOTIC SPINDLE ORGANIZATION%GOBP%GO:0007052	MITOTIC SPINDLE ORGANIZATION%GOBP%GO:0007052	Details ...	85	-0.6123675	-2.2804701	0.0	0.0	0.0	2146	tags=52%, list=16%, signal=61%	
PID_FOXM1_PATHWAY%MSIGDB_C2%PID_FOXM1_PATHWAY	PID_FOXM1_PATHWAY%MSIGDB_C2%PID_FOXM1_PATHWAY	Details ...	35	-0.7169915	-2.273069	0.0	0.0	0.0	2146	tags=60%, list=16%, signal=71%	
MITOTIC SPINDLE ASSEMBLY%GOBP%GO:0090307	MITOTIC SPINDLE ASSEMBLY%GOBP%GO:0090307	Details ...	44	-0.6882444	-2.2728596	0.0	0.0	0.0	2146	tags=52%, list=16%, signal=62%	
NEGATIVE REGULATION OF MITOTIC SISTER CHROMATID SEGREGATION%GOBP%GO:0033048	NEGATIVE REGULATION OF MITOTIC SISTER CHROMATID SEGREGATION%GOBP%GO:0033048	Details ...	27	-0.75220376	-2.2694683	0.0	0.0	0.0	1428	tags=48%, list=11%, signal=54%	
AURKA ACTIVATION BY TPX2%REACTOME%R-HSA-8854518.4	AURKA ACTIVATION BY TPX2%REACTOME%R-HSA-8854518.4	Details ...	67	-0.6284938	-2.2683296	0.0	0.0	0.0	2426	tags=55%, list=18%, signal=67%	
DNA-TEMPLATED DNA REPLICATION MAINTENANCE OF FIDELITY%GOBP%GO:0045005	DNA-TEMPLATED DNA REPLICATION MAINTENANCE OF FIDELITY%GOBP%GO:0045005		61	-0.6333792	-2.2536385	0.0	2.0548654E-5	5.0E-4	1877	tags=48%, list=14%, signal=55%	
RESOLUTION OF SISTER CHROMATID COHESION%REACTOME%R-HSA-2500257.7	RESOLUTION OF SISTER CHROMATID COHESION%REACTOME%R-HSA-2500257.7		99	-0.5872858	-2.2506397	0.0	3.9123224E-5	0.001	1720	tags=45%, list=13%, signal=52%	
CENTROSOME MATURATION%REACTOME DATABASE ID RELEASE 95%380287	CENTROSOME MATURATION%REACTOME DATABASE ID RELEASE 95%380287		76	-0.60489714	-2.2503436	0.0	3.7422215E-5	0.001	2426	tags=49%, list=18%, signal=59%	
NEGATIVE REGULATION OF MITOTIC METAPHASE/ANAPHASE TRANSITION%GOBP%GO:0045841	NEGATIVE REGULATION OF MITOTIC METAPHASE/ANAPHASE TRANSITION%GOBP%GO:0045841		27	-0.75220376	-2.2502012	0.0	3.586296E-5	0.001	1428	tags=48%, list=11%, signal=54%	
REGULATION OF NUCLEAR DIVISION%GOBP%GO:0051783	REGULATION OF NUCLEAR DIVISION%GOBP%GO:0051783		107	-0.57445526	-2.2492728	0.0	3.4428434E-5	0.001	1720	tags=39%, list=13%, signal=45%	
NEGATIVE REGULATION OF CHROMOSOME SEPARATION%GOBP%GO:1905819	NEGATIVE REGULATION OF CHROMOSOME SEPARATION%GOBP%GO:1905819		28	-0.73713875	-2.2467396	0.0	3.3104265E-5	0.001	1428	tags=46%, list=11%, signal=52%	
NEGATIVE REGULATION OF CHROMOSOME SEGREGATION%GOBP%GO:0051985	NEGATIVE REGULATION OF CHROMOSOME SEGREGATION%GOBP%GO:0051985		28	-0.73713875	-2.2458563	0.0	3.1878182E-5	0.001	1428	tags=46%, list=11%, signal=52%	
NEGATIVE REGULATION OF METAPHASE/ANAPHASE TRANSITION OF CELL CYCLE%GOBP%GO:1902100	NEGATIVE REGULATION OF METAPHASE/ANAPHASE TRANSITION OF CELL CYCLE%GOBP%GO:1902100		28	-0.73713875	-2.245666	0.0	3.0739677E-5	0.001	1428	tags=46%, list=11%, signal=52%	
NEGATIVE REGULATION OF MITOTIC SISTER CHROMATID SEPARATION%GOBP%GO:2000816	NEGATIVE REGULATION OF MITOTIC SISTER CHROMATID SEPARATION%GOBP%GO:2000816		27	-0.75220376	-2.243874	0.0	2.9679686E-5	0.001	1428	tags=48%, list=11%, signal=54%	
REGULATION OF MITOTIC NUCLEAR DIVISION%GOBP%GO:0007088	REGULATION OF MITOTIC NUCLEAR DIVISION%GOBP%GO:0007088		101	-0.57957673	-2.2406058	0.0	2.8690363E-5	0.001	1720	tags=41%, list=13%, signal=46%	
PID_E2F_PATHWAY%MSIGDB_C2%PID_E2F_PATHWAY	PID_E2F_PATHWAY%MSIGDB_C2%PID_E2F_PATHWAY		55	-0.63787556	-2.235591	0.0	4.1664778E-5	0.0015	2069	tags=44%, list=15%, signal=51%	
CENTRIOLE ASSEMBLY%GOBP%GO:0098534	CENTRIOLE ASSEMBLY%GOBP%GO:0098534		28	-0.733237	-2.2330234	0.0	4.0362753E-5	0.0015	3104	tags=79%, list=23%, signal=102%	
RECRUITMENT OF NUMA TO MITOTIC CENTROSOMES%REACTOME DATABASE ID RELEASE 95%380320	RECRUITMENT OF NUMA TO MITOTIC CENTROSOMES%REACTOME DATABASE ID RELEASE 95%380320		75	-0.6077895	-2.229094	0.0	5.216415E-5	0.002	2426	tags=49%, list=18%, signal=60%	
RECRUITMENT OF MITOTIC CENTROSOME PROTEINS AND COMPLEXES%REACTOME DATABASE ID RELEASE 95%380270	RECRUITMENT OF MITOTIC CENTROSOME PROTEINS AND COMPLEXES%REACTOME DATABASE ID RELEASE 95%380270		76	-0.60489714	-2.223623	0.0	5.0629907E-5	0.002	2426	tags=49%, list=18%, signal=59%	
INTERSTRAND CROSS-LINK REPAIR%GOBP%GO:0036297	INTERSTRAND CROSS-LINK REPAIR%GOBP%GO:0036297		37	-0.68882143	-2.2223566	0.0	4.9183338E-5	0.002	1397	tags=49%, list=10%, signal=54%	
MITOTIC SPINDLE CHECKPOINT SIGNALING%GOBP%GO:0071174	MITOTIC SPINDLE CHECKPOINT SIGNALING%GOBP%GO:0071174		26	-0.73670167	-2.222248	0.0	4.7817135E-5	0.002	1428	tags=46%, list=11%, signal=52%	
POSITIVE REGULATION OF CELL CYCLE PROCESS%GOBP%GO:0090068	POSITIVE REGULATION OF CELL CYCLE PROCESS%GOBP%GO:0090068		178	-0.52856606	-2.2210386	0.0	4.652478E-5	0.002	2590	tags=45%, list=19%, signal=55%	
SPINDLE ASSEMBLY CHECKPOINT SIGNALING%GOBP%GO:0071173	SPINDLE ASSEMBLY CHECKPOINT SIGNALING%GOBP%GO:0071173		26	-0.73670167	-2.2203135	0.0	4.5300447E-5	0.002	1428	tags=46%, list=11%, signal=52%	
SPINDLE ORGANIZATION%GOBP%GO:0007051	SPINDLE ORGANIZATION%GOBP%GO:0007051		139	-0.543052	-2.207318	0.0	6.60303E-5	0.003	2157	tags=45%, list=16%, signal=53%	
POSITIVE REGULATION OF NUCLEAR DIVISION%GOBP%GO:0051785	POSITIVE REGULATION OF NUCLEAR DIVISION%GOBP%GO:0051785		35	-0.6915845	-2.2050955	0.0	7.4968084E-5	0.0035	1656	tags=43%, list=12%, signal=49%	
DNA RECOMBINATION%GOBP%GO:0006310	DNA RECOMBINATION%GOBP%GO:0006310		171	-0.52861786	-2.19969	0.0	9.3989605E-5	0.0045	2057	tags=41%, list=15%, signal=48%	
