NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
ENDOPLASMIC RETICULUM TO GOLGI VESICLE-MEDIATED TRANSPORT%GOBP%GO:0006888	ENDOPLASMIC RETICULUM TO GOLGI VESICLE-MEDIATED TRANSPORT%GOBP%GO:0006888	Details ...	108	0.57367855	2.2628386	0.0	0.002284443	0.002	2854	tags=48%, list=21%, signal=61%	
HH MUTANTS ABROGATE LIGAND SECRETION%REACTOME DATABASE ID RELEASE 95%5387390	HH MUTANTS ABROGATE LIGAND SECRETION%REACTOME DATABASE ID RELEASE 95%5387390	Details ...	42	0.64089584	2.1653848	0.0	0.0068949033	0.012	3102	tags=60%, list=23%, signal=77%	
DEGRADATION OF GLI2 BY THE PROTEASOME%REACTOME DATABASE ID RELEASE 95%5610783	DEGRADATION OF GLI2 BY THE PROTEASOME%REACTOME DATABASE ID RELEASE 95%5610783	Details ...	45	0.6295307	2.151868	0.0	0.0061333617	0.016	3355	tags=60%, list=25%, signal=80%	
HH MUTANTS ARE DEGRADED BY ERAD%REACTOME DATABASE ID RELEASE 95%5362768	HH MUTANTS ARE DEGRADED BY ERAD%REACTOME DATABASE ID RELEASE 95%5362768	Details ...	41	0.6418038	2.1354578	0.0	0.007046936	0.0245	3102	tags=61%, list=23%, signal=79%	
DEGRADATION OF CRY AND PER PROTEINS%REACTOME DATABASE ID RELEASE 95%9932298	DEGRADATION OF CRY AND PER PROTEINS%REACTOME DATABASE ID RELEASE 95%9932298	Details ...	47	0.6233889	2.1284244	0.0	0.006555311	0.0285	3104	tags=57%, list=23%, signal=74%	
RIBOSOME-ASSOCIATED QUALITY CONTROL%REACTOME%R-HSA-9948299.2	RIBOSOME-ASSOCIATED QUALITY CONTROL%REACTOME%R-HSA-9948299.2	Details ...	132	0.51995665	2.1271727	0.0	0.005462759	0.0285	3102	tags=48%, list=23%, signal=61%	
PROTEASOME DEGRADATION%WIKIPATHWAYS_20260211%WP183%HOMO SAPIENS	PROTEASOME DEGRADATION%WIKIPATHWAYS_20260211%WP183%HOMO SAPIENS	Details ...	38	0.6481305	2.1122956	0.0	0.005750255	0.035	3102	tags=55%, list=23%, signal=72%	
VESICLE COATING%GOBP%GO:0006901	VESICLE COATING%GOBP%GO:0006901	Details ...	34	0.6483561	2.094646	0.0	0.0064711417	0.044	2692	tags=56%, list=20%, signal=70%	
REGULATION OF RUNX2 EXPRESSION AND ACTIVITY%REACTOME DATABASE ID RELEASE 95%8939902	REGULATION OF RUNX2 EXPRESSION AND ACTIVITY%REACTOME DATABASE ID RELEASE 95%8939902	Details ...	52	0.5999151	2.0803492	0.0	0.007538741	0.057	3102	tags=46%, list=23%, signal=60%	
GSK3B-MEDIATED PROTEASOMAL DEGRADATION OF PD-L1(CD274)%REACTOME DATABASE ID RELEASE 95%9929356	GSK3B-MEDIATED PROTEASOMAL DEGRADATION OF PD-L1(CD274)%REACTOME DATABASE ID RELEASE 95%9929356	Details ...	43	0.6115331	2.0774868	0.0	0.007187506	0.0605	3372	tags=63%, list=25%, signal=83%	
